UID	Date	Time Start	Time End	Estimated Regime
464	24/09/18 	11:05:37.834	11:05:38.654	0.373
465	24/09/18 	11:06:01.436	11:06:02.261	0.373
466	24/09/18 	11:06:25.182	11:06:26.025	0.373
467	24/09/18 	11:06:49.959	11:06:50.784	0.373
468	24/09/18 	11:07:11.882	11:07:12.694	0.373
469	24/09/18 	11:07:36.253	11:07:37.104	0.373
470	24/09/18 	11:07:57.496	11:07:58.343	0.373
471	24/09/18 	11:08:22.880	11:08:23.699	0.373
472	24/09/18 	11:08:45.986	11:08:46.797	0.373
473	24/09/18 	11:09:09.614	11:09:10.482	0.373
474	24/09/18 	11:09:32.864	11:09:33.698	0.373
475	24/09/18 	11:09:57.552	11:09:58.390	0.373
476	24/09/18 	11:10:20.743	11:10:21.580	0.373
477	24/09/18 	11:10:46.227	11:10:47.055	0.373
478	24/09/18 	11:11:10.229	11:11:11.059	0.373
479	24/09/18 	11:11:35.690	11:11:36.522	0.373
480	24/09/18 	11:11:58.272	11:11:59.098	0.373
481	24/09/18 	11:12:23.331	11:12:24.168	0.373
482	24/09/18 	11:12:46.822	11:12:47.651	0.373
483	24/09/18 	11:13:11.842	11:13:12.662	0.373
484	24/09/18 	11:13:35.702	11:13:36.562	0.373
485	24/09/18 	11:13:59.399	11:14:00.180	0.373
486	24/09/18 	11:14:22.683	11:14:23.495	0.373
487	24/09/18 	11:14:47.651	11:14:48.451	0.373
488	24/09/18 	11:15:10.318	11:15:11.167	0.373
489	24/09/18 	11:15:35.582	11:15:36.436	0.373
490	24/09/18 	11:16:00.813	11:16:01.651	0.373
491	24/09/18 	11:16:26.560	11:16:27.379	0.373
492	24/09/18 	11:16:52.078	11:16:52.934	0.373
493	24/09/18 	11:17:16.290	11:17:17.087	0.373
494	24/09/18 	11:17:40.305	11:17:41.088	0.373
495	24/09/18 	11:18:05.276	11:18:06.085	0.373
496	24/09/18 	11:18:30.066	11:18:30.867	0.373
497	24/09/18 	11:18:56.156	11:18:56.968	0.373
498	24/09/18 	11:19:20.829	11:19:21.621	0.373
499	24/09/18 	11:19:43.201	11:19:44.003	0.373
500	24/09/18 	11:20:09.502	11:20:10.291	0.373
501	24/09/18 	11:20:28.789	11:20:29.590	0.373
502	24/09/18 	11:20:52.289	11:20:53.081	0.373
503	24/09/18 	11:20:57.492	11:20:58.283	0.373
504	24/09/18 	11:21:03.792	11:21:04.618	0.373
505	24/09/18 	11:22:23.571	11:22:24.377	0.373
506	24/09/18 	11:22:48.424	11:22:49.223	0.373
507	24/09/18 	11:22:51.285	11:22:51.815	0.373
508	24/09/18 	11:24:54.456	11:24:55.268	0.373
